,Text,label
2735,শিম্পাঞ্জি তোর নাম কি কাজে পরিচয়,1
2736,দেখলে তারে চোখে নেশা হয়,0
2737,হাতির বাচ্চা,1
2738,নিকা করবা রে গুলতি,0
2739,পাগল বেটি 🙄,1
2740,খুব সুন্দর,0
2741,আমনের চুলের কি অইসে।চুলে আগুন লাগাইসে কেলা খালাম্মা,1
2742,আমার দিবস কাটে বিবশ হয়ে তোমার চোখে চেয়ে,0
2743,প্রতি বছর কুরবানির এত গুলো প্রাণী হত্যা করা হয় এটা কি অসুস্হ মনেহয়,1
2745,জাহান্নামের দল  আল্লাহ হেদায়েত দান করুন,1
2746,সালার পুত সালায় মেয়েদের পুটকি দেখার জন্য এই কাজ শুরু করছে।,1
2748,তোমার এই হাসি বড় ভালোবাসি,0
2749,দেশী কুত্তা বিদেশক ঢং,1
2750,আপনার মত গরীব হবো না গুলশানের দাড়োয়ান হবো বুঝতে পারছিনা।,1
2751,খুবই সুন্দর  আমি থাকলে আরো বেশি সুন্দর হতো বেবি,0
2752,মুখ খুল্লেই এল্লাক,0
2753,তুমি আমি একসাথে থাকলে আরো সুন্দর হতে,0
2754,ভাই তোর মুখে ময়দা মাখ তোরে দেখলে রান্নার সাধ নষ্ট হয়ে জাবে,1
2755,কোনু দিন মেয়ে মানুষে সাথে জিন্তে পারসনা মাইগা,1
2756,ভালো চেহারা নষ্ট করে দিচ্ছে,1
2757,আফা আমনের চেহারাটাই নষ্ট করল পুরাই বিকট,1
2758,খুলনায় আসার জন্য ধন্যবাদ সবাইকে শুভকামনা,0
2759,ফকিন্নি ফকিন্নি লাগছে,1
2760,তোমার সরলতা আমায় মুগ্ধ করেছে উচ্ছশৃঙ্খলতা না,0
2761,আমার দেখা শ্রেষ্ঠ সুন্দরী,0
2762,এই বুড়ি লুক এর সাথে ন্যাকা মার্কা কথা বললে আপনারে জোকারের মতো লাগে ভাই,1
2763,মনির হিজড়ার জমজ বোনের মত লাগতেছে চেহারা,0
2764,"ডানা কাটা পরি,",0
2765,বিশ্বসুন্দরী,0
2766,আমি তোমার হাওয়ায় ভাসতে চাই তুশি..!!,0
2767,- আহ  কত সুন্দর লাগছে,0
2768,"বাংলাদেশে পাগলের সংখ্যা বেড়েই যাচ্ছে,সঠিক টাইমে পোলিও না খাওয়ানোর ফল,যত্তসব আজাইরা।",1
2769,হওয়া কখনো ভাসেনা কিন্তু হাওয়ায় ভাসে,0
2770,অবশেষে আমার দেয়া সানগ্লাস টা পড়ছো। ভালো লাগলো দেখে। ,0
2771,ফকিন্নি মাতারি,1
2772,"তোগো যৌবনের কসম ""দাদা ভাই"" পেইজে ফলো দিয়া আই!",0
2773,তোমার এই হাসিতে মুগ্ধতা ছড়ায় আমার এই দেহের প্রাণ,0
2774,আপু এত সন্দর করে না হাসলে কি হয় না,0
2775,"নমুনার শেষ নাই তাইর, ফাজিল মহিলা,",1
2776,এমন একটা তুমি চাই গো,0
2777,ডানা কাটা পরি,0
2778,কিরিম দিয়ে কিরিম আপার দাতের মাড়ি আগে পরিস্কার করতে বলেন,1
2779,হিরো আলমের ছাগল ভার্সন!!!!,1
2780,"একটা ঠিক মত নাভি দেখা যাচ্ছে না এজন্য মার্ক দিতে পারলাম না,,",0
2781,নেকা মার্কা ছেড়ি,1
2782,আমার বউটা,0
2783,সুন্দর হয়েছে আপু,1
2784,ক্রিম আপা তোমাকে একদম রংমিস্ত্রিদের মত লাগছে,1
2785,আহা কী হাসি,0
2786,নিলজ্জ মহিলা শরীরে নাই কাপড় আর মাথায় হিজাব ,1
2787,গাল পিংক করাইছে আর ভাব মারায় উনি ন্যাচারাল সুন্দরি ।,1
2788,আফা কয় কি!!,0
2789, প্রথমবার তিন নাটকের তিন রানী একসাথে,0
2790,আপু তোমার সৌন্দর্যের রহস্য কি,0
2791,"আর কোত ধরনের পাগল দেখবো??? নানি আপনি এত বড় পাগল আগে বুজি নাই,,",1
2792,সাদা ড্রেসে কালা লাগছে কলিজার ভন্ধু,1
2793,আপা আপনার মেকাপের পাউডার ভাইসা যাইয়া কালা চেহারা দেখা যাইতেছে,1
2794,আপনার হাসি,0
2795,হিজড়ার সাথে কালিনি,1
2796,কাজল চোখের মেয়ে,0
2797,কিছু মূ্র্খ বাঙালি কেন একটা পাইলে হুদাই লাফালাফি করে,1
2798,ডুবেছি আমি তোমার চোখের অনন্ত মায়ায়,0
2799,এ রকম ছেচড়ামু ভাল লাগে না। যতো সব আবুল মার্কা মেয়ে মানুষ।,1
2800,কাজল চোখের মেয়ের প্রেমে কুত্তা চোখের ছেলেগুলো,0
2801,সুন্দর সুন্দর,0
2802,তোমরা কি রাফসান হকের রান্না খাওয়ার জন্য এমন শুরু করছো?,0
2803,সবাই শুধু খাইয়া দেয়,0
2804,আবাল মেকাপ আর্টিস্ট অই ছেলে তোর মতো বেক্কল নয়।,1
2805,এটা আবার কোন দেশী পাগল।,1
2806,২০২৫ সালের মধ্যে আয়মান সাদিক ভাইয়ার মতো হতে চাই,0
2807,- হাওয়া এত দিকে গেলে উড়ে যাইবো সব কিছু,0
2808,তুমি অনেক সুন্দরী,0
2809,হ্যাঁ,0
2810,বীনা ভাতার প্রতিবন্ধী,1
2811,টুসি আপুর হাওয়া তে লুঙ্গি আমার আকাশে,0
2812,কালো কেনোকান,1
2813,তুমাকে সবাই মিলে খেয়ে দিছে নৌকার ভিতর পরিবেশ সুন্দর ছিলো।,0
2814,কমাইয়া খাও পরে আবার মোটা হয়ে যাবা,1
2815,চলো পালায় যাই,0
2816,চাচী আম্মার  তো মকআপ এর জন্য নারা ছড়া করতে কষ্ট হচ্ছে,1
2817,এই গরমে হাওয়া বাতাস পেলে ভালোই লাগে,0
2818,একটু বেশিই কিউট,0
2819,"কমেন্ট তারা এসে কত কিছু বলবে, তাই বললাম না",0
2820,বিয়ের কনের এমন পোজ দেখলে তো বর পালাইবো,0
2821,তোমার থেকে আরো সুন্দর মেয়ে আসে,0
2822,শাকিব খান থেকে সাবধান আপু.,0
2823,দিঘি কি মেয়ে নাকি ছেলে?,1
2824,অসাধারণ,0
2825,মানসিক বিকারগস্ত আপা,1
2826,গোলাপি পরী,0
2827,সুন্দরী,0
2828,ফকির কোনোদিন এত সাজে,1
2829,খাইতে পারেন নাহ ব্লগিং করতে ত আপনার অন্তত ভাবা উচিৎ ছিল,1
2830,মন খোলে হাসো...,0
2831,তোমার হাওয়ায় উড়ছে সবাই,0
2832,সুন্দর বুড়ি আফা,1
2833,ভালোবাসতে কিছুই লাগে না প্রিয়,0
2834,আপু আপনাদের মান সম্মান আছে এরকম থার্ড ক্লাস মহিলা নিয়ে এসে সেই সম্মান কেন নষ্ট করেন আপু এরা যেখানে থাকার ওখানে ঠিক আছে,1
2835,আমার সাদা পরী অনেক ভালোবাসি তোমাকে একটু ভালবাসা দাও,0
2836,ছাগলের বাচ্চা এই মোহিলা গুলা,1
2837,ব্রন ভালো হয় নাই এখনও,1
2838,হাতি একটাপোশাকের কি ছিরি,1
2839,তুই শ্বশুর শাশুড়ীর বদনাম করস,1
2840,গাল ভরা দাত ছাড়া আরতো কিছুই দেখিনা,0
2841,"তোদের মতো অশিক্ষিত লোকের চেয়ে পশু,পাখি অনেক ভালো,",1
2842,একদম ফালতু,1
2843,কাঠ'গোলাপ আপু'টা,0
2844,- যিনি রাস্তা দিয়ে হাটলে চারপাশে সুগন্ধ ছড়িয়ে যেত তিনি হলেন.!,0
2845, বাস্তবতার^কাছে ^হেরে যায়^ হাজারো^ভালোবাসা-,0
2846,"এটা দেখার আগে কেন আমি চশমা পড়লাম না ,চোখে যে এখন কম দেখতাছি ,",0
2847,মেকআপ করতে করতে চেহারা ভুত বানাইছে,1
2848,হিজরার মতো লাগতেছে।,1
2850,নিজেও মেকাপ করে ভুত সেজে ক্যমেরার সামনে আসে আর একজনকেও নিয়ে আসে,1
2851,তুমি কবি মা হচ্ছো?,0
2852,এ হাওয়া আমায় নেবে কত দূরে,0
2853,বুতনির মতো লাগে,1
2854,জাতির ক্রাস,0
2855,ভাইয়া ছেলেদের থেকে জিজ্ঞাস করেন নাই কেন?,0
2856,"শেষ পর্যন্ত,,, জাতি আপনার রিয়েল চেহার টা দেখল,,এর পরে ও এক দল বলবে আপনি আটা ময়দার দাম বাড়াচ্ছেন।।",1
2858,"বেশ্যাগিরি করে টাকা কামান,",1
2859,সাকিব ভাই থেকে সাবধানে থাইকো,0
2860,যদি পারতাম বিয়ে করে নিতাম,0
2861,কিন্তু দাঁত গুলো দেখলে ভয় পাবে,1
2862,আমাদের সময় কেন পাইনি এমন কাউকে এটাই আফসোস,0
2863,আমার পেজটা ঘুরে আসার দাওয়াত রইলো সবাইকে ধন্যবাদ ভালো থাকবেন।,0
2864,এক কথায় ডায়নি সাজ,1
2865,তাই এমন পাগল সাজছ,1
2866,ভুতের মতো লাগতেছে,1
2867,কিরে হিজড়া ভালো আছিস,1
2868,অসাধারণ,0
2869,তুমি আবার কোন ক্ষেতের মুলা চিনলামনা তো তোমারে,1
2870,আমি ২০৩০ সালের মধ্যে একজন ভালো চিকিৎসক হতে চাই,0
2871,তারছিরা মাতারি।,1
2872,মডেলিং শিখানো হচ্ছে?? নাকি শরির কমানো হচ্ছে বুঝতে পারতেছিনা। একেকটাতো হাতির বাচ্চার মত।,1
2873,প্রাক্তন হওয়ার পর দেখি সৌন্দর্য বারসে আরো,0
2874,এরাও ঠিক কুত্তার মতো খায়,1
2875,আজকে বসুন্ধরা গিয়ে ❝ হাওয়া ❞ দেইখা আসলাম,0
2876,আপনি সুন্দর,0
2877,অনেক সুন্দর লাগতাছে  শাড়িতে তোমাকে  প্রিয়,0
2878,অটিজম রোগী. মানসিক ভারসাম্যহীন মহিলা একটা...ফালতু.,1
2879,নিলা পাগলনি,1
2880,কিরিম আফারে ফকিন্নি মতো লাগছে,1
2881,হাসিটা ভাল্লাগছে,0
2882,এতো নেকামি,1
2883,দেখলেই জিদ উঠে বেয়াদব মহিলা,1
2884,মায়াবী...,0
2885,ডুবেছি আমি তোমার চোখের অনন্ত মায়ায়,0
2886,ঠিক কিরন মালার নাটকের ডাইনি হইছে,1
2887,আগে আমি নাফিসাকে ভালোবাসতাম আর এখন........নাজিফাকে,0
2888,এই বেডির নাক ইমুন হাতির সুরের মতো কেনো!,1
2889,শীতের সকালে এক কাপ ব্ল্যাক কফির সঙ্গে তোমার পাশে থাকতে চাই প্রিয়,0
2890,"বাংলাদেশের ৩ পন্য,,,,",0
2891,ওরে কেউ এই ডাইনীটাকে বলে দে আর যেন বাঁ হাতে না খায়,1
2892,আমার বউ গুলা সব একজায়গায় কি করে রে,0
2893,তুমারে অস্বাভাবিক ভুত লাগছে,1
2894,সুন্দর লাগতেসে আপু।,0
2895,এরকম ভুতের মতো সাজলে কে তাকাইবো,1
2896,পাগলের মত হইছে,1
2897,সুন্দর...!,0
2898,এটা নাচ নাকি ব্যাঙের মতন লাফাইতাছে,1
2899,বরিশালের লোক তো চুন ছারা তাদের চলেই না,1
2900,হিজরাদের লিডার,1
2901,বাংলাদেশ এর মধুমিতা,0
2902,কাজল চোখের মেয়ে,0
2903,আফা কি মৃগী রোগী,1
2904,"পূরানো পাগলে ভাত পাইনা, নতুন পাগলের আমদানি",1
2905,এই ছবি গুলো সুন্দর হয়েছে হিজাব পরলেই নারীদের সুন্দর,0
2906,আপনার হুগার মধ্যে পাইপ দিয়ে হাওয়া দেলে এরকই ফুলে যাবে বলতাম না যদি কুরবানীর মাংস না দিয়ে ভিডিও বানায়তেন,1
2907,গালের গুলুমুলু গোস্ত কমানোর উপায় কি 🤔,1
2908,আমি এক টা জিনিশ খিয়াল করলাম ভাইয়া ছেলেদের  সাথে এমন করলো কেনো। এমনি ছেলেদের দিকে বেশি তাকাইনি,0
2909,আমি কিন্তু হাসির মায়াতে পরে যাচ্ছি,0
2910,সত্যি  গল্পটা অনেক সুন্দর,0
2911,ও দিভাই তুমি খেতে খেতে কোন একদিন ফেটে যাবে একটু কম কম খাও,1
2912,সোনাউগ্গা,0
2913,মেহু তুমি শাড়ী টা আমাকে গিফট করো।,0
2914,শাকিব খানের সাথে দেখা করোনা সাবধান।,0
2915,চলো বিয়েটা এইবার করেই ফেলি,0
2916,কাজল চোখের মেয়ে,0
2917,ফাউল মহিলা জুম্মার নামাজ এর ভিডিও করে,1
2918,তোমার থেকে নাজিফা তুষি আরো সুন্দর,0
2919,তোমার হাওয়া তে ভাসি আমি,0
2920,তিন সুন্দরী এক ফ্রেমে।,0
2921,কাজল চোখের মেয়ে,0
2922,আপনার রান্না অনেক সুন্দর,0
2923,সামনে আসতেছে কাইললা,1
2924,বয়স যত বাড়বে সপ্ন গুলো ততই  ফেকাসে হতে থাকবে,0
2925,বিদেশি বুড়ি ভুতনি সাজাইছেগো,1
2926,সমকামী মনে হয়,1
2927,চলেন তো ফ্যাশন কোরিওগ্রাফারের নাম দিয়ে হাফ লেডিসের মত।,1
2929,প্রতিবন্ধীর মতো লাফিয়ে পানিতে পড়ে! পাগোল একটা।,1
2930,"শালা এক টা হিজলা, তার মধ্যে আরো কতো গুলা হিজলা তৈরি করের।",1
2931,ভালো লাগছে অনেক গল্পটা ভাইয়া,0
2932,ত থার্ডক্লাস মার্কা কর্মকাণ্ড,1
2933,অসাধারণ ফটো,0
2934,ছোট লোক ছোট জাত,1
2935,পরী,0
2936,সুন্দরী,0
2937,তোমাকে ভীষন সুন্দর লাগছে আজকে মেকাপটা সুন্দর হয়েছে,0
2938,ছোটকালে মেয়েদের হাতে থাপ্পড় খেয়ে তার টার ছিঁড়ে গিয়েছে,1
2939,পাখির ডানায় মেহেজাবিন,0
2940,আপু তোমাকে দেখে ক্রাশ খাইলাম,0
2941,হিজরা আপার নাচ দেখে আমি শিহরিত,1
2942,ওররে কাজল কালো চোখ,0
2943,"হ তখন তো আবার বিয়ে করার সময় পড়ালেখা করার ছেলেটাকে খুঁজবেন , গুলশানের ওই ফেন্সিবিল্ডিং এ কাজ করা দারোয়ানকেতো বিয়ে করবেন না",1
2944,তিন কিউটের ডিব্বা একসাথে,0
2945,আমার বা............লের না.....য়িকা,0
2946,হ্যাঁ গুলতি,0
2947,গরিব বলে আজ রেস্টুরেন্টে খেতে ফারি না দেইখা,1
2948,একটা মেয়ে মনের আঙিনাতে,0
2949,তোই তো কুত্তা তোরে কি দিবে,1
2950,বাড়িতে তাড়াতাড়ি আসো।খাবার টেবিলে বসে আছি,0
2951,মানুষ এতো সুন্দর,0
2952,পাগলের বংশধর,1
2953,মুখ টা বাদরের মুখের মতো করছো কেনো।,1
2954,তারছিঁড়া মহিলা,1
2955,ভ্রু ছোট বড় লাগছে,1
2956,এটা সুন্দর,0
2957,"ভাই, আপনার বাক্য শুনে আমরা স্বপ্ন দেখি,আপনার কথা শুনে প্লেন সেট করতে পারি,আপনার কথার উপর বিশ্বাস রেখেস্বপ্ন কে বাস্তবে পরিণত করতে পারিতুমাকে ভাইয়া ধন্যবাদ দিয়ে ছোট করতে পারবো না,দোয়া ও আর্শিবাদ রইলো।",0
2958,খুবই সুন্দর পরিবেশ আপু,0
2959,•আমি হাজার জনের প্রতি আসক্ত না!,0
2960,পরিবেশের কথা বাদ দাও তোমাকে দেখেইতো কুল পাইনা এইখানে উইখানে সুদু তুমি আর তুমি পরিবেশ দেখার সময় কই।,0
2961,এই তো জেগে থেকে অনেকের ঘুমটা কে দেরি করালেন,0
2962,বুড়ি বেডি,1
2963,আপনার ভূত পেতনি সাজার এত সখ কেন।,1
2964,এই পোস্টদাতা একজন মানসিক রোগী এবং সে এখন পলাতক রয়েছে,1
2965,মুখে পুরা ক্যানভাসের ফিল নিতেছেন ভালোই পেইন্ট করতেছেন,1
2966,৩সুন্দরী,0
2967,খাসি টা দেখতে ঠিক তোমার মত,1
2968,পরিবেশের চেয়ে তোমার হাসিটা অনেক সুন্দর,0
2969,একমাত্র নির্লজ্জ,1
2970,তোমাকে খুব ভালো লাগে,0
2971,"গোলাপ তাকেই দিন, যে ঘ্রাণ শুঁকবে, চিবিয়ে খাবে না।",0
2972,বউ টা,0
2973,ভাইয়া কেমন আছেন????,0
2974,তোমাকে দেখার পর আমি এখন আমি পাগল্প্রায়,0
2975,যতো দেখি ততোই কাছে পাইতে ইচ্ছা করে।,0
2976,তোকে দেখে আস্তো রাককোসনি লাগে,1
2977,"কোটিপতির মেয়েরা রঙ তামসা করে,রঙ ঢং দেখিয়ে সোসাইল মিডিয়া থেকে টাকা কামাবে এটা কোনভাবে মেনে নেওয়া যায়না।",1
2978,এই আপুর মুখ লাল বডি সাদা,1
2979,"অশ্লীল গান, অশ্লীল মহিলা",1
2980,শাকিব খানকে দেশে একলা ফেলে সবাই আমেরিকা কি করে???,0
2981,তুমি এত হট কেন,0
2982,"তুল দাঁত কয়টা রে, এত দাঁত নিয়ে ঘুমাস কীভাবে",1
2983,আমি মরে জাবো-,0
2984,পালতু মেয়ে এগুলা নিয়া কথা বলতে আসছে,1
2985,খেয়ে দিয়ে দিবো কিন্তু,0
2986,ভাই আপনার প্রিয় এক্টর,0
2987,"জোকার, বুড়া বয়সে যৌবনের ঢেউ তুলতে চায়",1
2988,আমার দিবস কাটে বিবস হয়ে,0
2989,বান্দুন্নি,1
2990,মায়াবন বিহারিণী।,0
2991,তোমার হাসিতে মন ভালো হয়ে যায়,0
2992,সবাইকে নিজের মতো শিক্ষিত বলদ ভাইবেন না বুঝছেন 🙄,1
2993,",পুরাই ভাইদ্দানীর লাহান লাগে",0
2994,সেকি দাঁত রে এই দাঁত নিয়ে হেতি আবার টিকটকও করে হাহাহা!,1
2995,গো মুত্র খাওয়া লোকদের জ্বালা।,1
2996,এ ভাবে ডলিসনা ভাই পুরুষ থাইকা নারী হইয়া যাবি তো,1
2997,অনেক মিস করতেছি আপনার সাথে দেখ করতে না পেরে স্যার।,0
2998,"মানুষকে সম্মান দিতে পারাটা সুন্দর ব্যক্তিত্বের পরিচয়। মানুষকে সম্মান করুন, আল্লাহ্ আপনার সম্মান বাড়িয়ে দিবেন।",0
2999,তোমারে এত্ত ভাল্লাগে কেন,0
3000,ঠিক তোমার মত তোমার চারপাশের পরিবেশ,0
3001,ময়মনসিংহে একটা প্রোগ্রাম করার  বিনীত আবেদন করছি,0
3002,সুন্দরী নারী তুমি,0
3003,অসাধারণ,0
3004,"বুড়ি একটা মহিলা,,, তার আবার ঢং",1
3005,ডিসিপ্লিন লাইফের এর বড় একটা পার্ট এটা আমি বিশ্বাস করি,0
3006,বোইন তোর কাসে ভালো জাতের মাইয়া পাওয়া যায়??,1
3007,কিরিম আপা আজ কালো হয়ে গেছে কেন,1
3008,"পরিবেশ টা সুন্দর না, তবে তুমি সুন্দর.!",0
3009,আইলাইনার চেগায় গেছে দেখে সুন্দরী ভুতের মতো লাগছে আফাকে,1
3010,আপনাকে ভূতের মত লাগতেছে,1
3011,আইছে ডাইনি,1
3012,সুন্দর পরামর্শ।,0
3013,আহ্ হাসিটা,0
3014,মুখে বয়সের ছাপ পড়ে গেছে  আফু,1
3015,একদম নতুন,0
3016,পুরোটা ই তো আস্তর,1
3017,মেকআপ ছাড়াই বেশি সুন্দর লাগে!,0
3018,হাওয়াতে মনে হয় জাদু আছে | যশোর খুলনা হাওয়াতে ভাসতাছে কিন্তু আপনারা ঠিক আছেন,0
3019,কালকে তোমাকে ভুত সাজাইছে আছকে তুমি ওরে পেতনি সাজাইয়া দাও,1
3020,সুন্দর লাগছে খুব,0
3021,তোর অঙ্গ ভঙ্গিতে বাঁদর ও হার মেনে যাবে,1
3022,বুরা মাল দিয়ে আর কতো,1
3023,"শেষে রিকশার সাথে ছবি তুলতে মন চাইলো,, রিকশা ওলার বউ লাগছে দেখতে বোনই",1
3024,এরাও আপনার মত আবাল মার্কা ছাগলি,1
3025,গ্রামে মুলা ভাজি দিয়া রুটি খাওয়া চাচাতো বইন যখন শহরে আইসা মোমো খায় তখন তো ক্ষেইত্তামি করবোই।,1
3026,মাঝের টারে ভাল্লাগে,0
3027,"আধুনিক পরিবারের আধুনিক নির্লজ্জ বেহায়া ফাজিল মেয়ে,",1
3028,পেত্নীর মতো লাগে,1
3029,যা খাস তুই রাক্ষস,1
3030,মুখে সার্জারি না করলেও পারতে,0
3031,"ভাইয়া নোয়াখালীতে আসেন,,,,",0
3032,আপা এনা,0
3033,তুমি না-হয় এট্টু আমার মনে ভেসে যাও।,0
3034,খুব সুন্দর লাগছে,0
3035,ও বু ওখানে কি করে,0
3036,পাগলে দেশটা ভরে গেছে,1
3037,পরী টা,0
3038,হেডার মতো লাগছে তুমাকে,1
3039,আমি তো অনেক গরীবস শিলু,1
3040,তোমার মত খাসি,1
3041,এই প্রথম কোনো সাজ বমি বমি লাগতিছে🤮,1
3042,এটা বেআক্কেল নাকি। চুরি দিয়ে খাচ্ছে। চামচ চুরির ব্যবহারও জানে না।,1
3043,ন্যাকামি করি বলে আমি কই ন্যাকামি করছি প্রতিবন্ধী,1
3044,"দূর্ভাগ্যবশতঃ এই ইভেন্টে অংশগ্রহণ করতে পারলাম নাহ, অনেক ইচ্ছা ছিলো অাঈমান ভাইয়ের সাথে দেখা করার। রেজিষ্ট্রেশন করা স্বত্বেও ভাগ্যে হলো নাহ, ইনশাল্লাহ পরবর্তীবারে কক্সবাজার অাসলে তখন দেখা হবে৷",0
3045,আপনি দেখতে ভূতের মতো,1
3046,মাগী পাড়ার মত,1
3047,পরী টা,0
3048,রুপের সুন্দর আসল সুন্দর নয়।,0
3049,তুমি তো রেডি ই আসো চলো বিয়েটা করে ফেলি,0
3050,অনেক দিন পর দেখলাম তোমাকে প্রিয়,0
3051,কৃষকের বাড়ি নাহ ?,1
3052,হিজরা সাজ,1
3053,তুমি তো মেয়ে মানুষের চেয়ে সুন্দর তোমার আর মেকআপ কি লাগে সাবান কি লাগে,1
3054,আজকে কাল লাগতেছে এই মেকাপে,1
3055,হ্যাঁ,0
3056,মটকি কোথাকার,1
3057,অথচ ভাবতাম এ অনেক সুন্দরী,0
3058,আমিও চেষ্টা করব।,0
3059,"শাড়িতে তোমায় লাগে সুন্দর, আর নয় কোনো কারণ;কবে দেখবো তোমায় আমি,করবো স্মৃতিচারণ",0
3060,তোমার জীবনে অনেক উত্থান পতন ঘটেছে সেটা তোমার ২০১৩_১৪সালের নাটকগুলো দেখলে বোঝা যায়,0
3061,কোরবানির সময় এই মহিষ দামড়া এখানে কেন,1
3062,শুভ সকাল,0
3063,আমি প্রেম বা ভালবাসা বুঝিনা।,0
3064,চ্যানেলে ডাইক্কা আইন্না হালকা কইরা ইনডিরেক্টলি বাশ টা দিলো সহজ সরল বেডি টারে,1
3065,কাজল চোখ,0
3066,শুভ্র সুন্দর,0
3067,তুইত ডাইনি,1
3068,খাচ্ছর মহিলা,1
3069,আত্তার জলহস্তির আগমন কোথায় থেকে আবার,1
3070,ধন্যবাদ ভাই আমাদের অনুপ্রাণিত করার জন্য।,0
3071,তুমি যে কড়া  অভিনেত্রী সেটা আইসক্রিম দেখেই বুঝতে পারছিলাম,0
3072,কি দাদা ভালো তো,0
3073,"কাক মূয়ুর এর পাখনা লাগালেই কি।,আর বকের পাখনা লাগালেই কি,কাক তো কাকই থেকে যাবে।",1
3074,পাগল মহিলা সব সময়ই শুধু ঝগড়া করে।,1
3075,"নিজেকে নতুন ভাবে ,,",0
3076,প্রতিবন্ধী বেটি,1
3077,চাইনিজ খাবার কি ভাবে খেতে হয় সেটা এখনও বাঙালি অনেকেই জানেনা,1
3078,আমার পেজে অনেক সুন্দর সুন্দর ভিডিও আছে,0
3079,পাগলিটা আবার আসছে লাইভে,1
3080,আপু এতো সুন্দর হওয়ার রহস্য কি,0
3081,চুলাগুলা পুরাই বাদরের মতো,1
3082,ফহিন্নি আফা আগে জামা পইরা আসো🤦‍♀️পরে মেকআপ কইরো,1
3083,ঠিক যেনো সাদাপরীর মতো,0
3084,রাক্ষস কোনো দিন খাইনি মনে হয়,1
3085,হাসি টা,0
3086,বাড়িতে ফকিন্নি আর রাস্তায় জমিদার্নি এটার নাম ই ক্রিম আফা,1
3087,বেডি তুমি আগুন,0
3088,পরিবেশ টা গরম,0
3089,তুই তো একটা জালেম নটি,1
3090,আসলেই প্রতিবন্ধি লাগছে,1
3091,ওরে ভাই আগে কথা বলতে শিখ এত ঢং করস কেন তুই কি বাচ্চা নাকি আমি তো ছোট বাচ্চা দের ও এইভাবে তোতলাতে দেখি নাই,1
3092,জীবনে প্রথম কোরবানি দিতাসেন,1
3093,পাও দুইটা দেখলে মনে হয় গরুর রাখাল মাঠে গরু রাখে,1
3094,চোখ দেইখা ভয় পাইছি,1
3095,আপনার জে দাঁত মানুষ তো দেখে ভয় পাবে,1
3096,পা কি কালো মুখ এতো সুন্দর কেমনে,1
3097,হাওয়া ভাসছে যশোর-খুলনায়,0
3098,পরি টা,0
3099,পেচা মুখি,1
3100,এরা গ্রাম থেকে আসা চাচাতো বোন মোমোর মান ইজ্জত পুরাই খেয়ে দিলো,1
3101,রিকশাওয়ালি আফা,1
3102,ছেলেগুলাদের আন্দাজি না বসাই রাইখা ছুটি দিলে তারা খুশি হইতো!!,0
3103,ভালোবাসা অবিরাম প্রিয়..,0
3104,হয়ে যাক এই ৩ জন কে নিয়ে একটা নাটক,0
3105,আপনাকে হিরো আলমের নায়িকা হিসেবে দেখতে চায়,1
3106,বুড়ি লাগছে,1
3107,বাংলিশ মহিলা,1
3108,কাজল চোখের মেয়ে,0
3109,সেরা অভিনেত্রী,0
3110,আমি তোমার ঐ চাহনিতে হাজার বার মরতে চাই,0
3111,ওরে সুন্দর কেন এতো আপনি,0
3112,ফার্স্টে হিজড়া ভাবছিলামঅনেক ভয় লাগলো সাজটা দেখে,1
3113,আমিও ইইইই করে ছবি তুলতে পারি দেখবা,0
3114,বুড়ি দের মরার চিন্তা নাই,1
3115,এইসব বটকা মডেলদের জুতা দিয়ে মারার দরকার।।,1
3116,নানি আপনাকে পাগলের মতো লাগে,1
3117,তোরে দেখলেই তুই অনেক বড় শিক্ষিত,1
3118,বেদাত এ তোর বাসা কোথায় ঠিকানাটা লেখ তুই মুসলমান এই কাজ করিস এটা ঈদের আনন্দের ভিতরে পড়ে ভেবে দেখ,1
3119,আপু তোমাকে সানি লিওন এর সাথে মেকাপে দেখতে চাই,1
3120,পরিবেশের চেয়ে হাসিটা আরো বেশি সুন্দর,0
3121,কষা,0
3122,তোমার জন্য আমার ভালোবাসাটা আরো বেশি সুন্দর,0
3123,ডুবেছি আমি তোমার চোখের অনন্ত মায়ায়,0
3124,তোমাকে দেখলে সারাদিন টাই ভালো কাটে,0
3125,এইবার একটা গাছের মাথায় বসায় রাখ রাতে এই আপু টাকে একদম পেতনি মনে হবে,1
3126,"সব ঠিক আছে৷ বাট আমার মেয়ের চাইতেও খারাপ তোমার কথা বলার ধরন, কেনো বোন ভালো করে কথা বললে কি বুড়ি লাগে, আজব ঢং বাদ দাও ভালো লাগবে",1
3127,দুইটা আঙ্গুল দেখাইয়া মুরামুরি করার কোন মানে হয় না  অসহায় প্রতিবন্ধীদের লক্ষন,1
3128,তোমার ঐ হাসি বড় ভালবাসি,0
3129,আফা এখন আলিফ লায়লার জীন,1
3130,ভুতের দাদি,1
3131,ক্রিম আপা ক্রিম মেখেও কালা্।,1
3132,সত্যিই এই লুক টা খুব সুন্দর গর্জেউস ছিলো... তুমি তো এমনিতেই সুন্দর,0
3133,অসম্ভব সুন্দর,0
3134,কবিতার নাম,0
3135,হিজরা+প্রতিবন্ধী কম্বিনেশন,1
3136,নির্বাক হয়ে যায়,0
3137,এ হাওয়া আমি লাগতে দেব না তোমার গায়,0
3138,আসলে উনি ভালো মানুষ,0
3139,"তুমি আমার এমনই একজন, যারে একজনমে ভালবেসে ভরবে না এই মন.!",0
